Date,Device Category,Sessions
2019-02-14,desktop,976701
2019-02-15,desktop,932697
2019-02-16,desktop,306197
2019-02-17,desktop,389068
2019-02-18,desktop,557953
2019-02-19,desktop,1147493
2019-02-20,desktop,1233979
2019-02-21,desktop,1045795
2019-02-22,desktop,970653
2019-02-23,desktop,338930
2019-02-24,desktop,323199
2019-02-25,desktop,1284374
2019-02-26,desktop,1273469
2019-02-27,desktop,1221298
2019-02-28,desktop,1182970
2019-03-01,desktop,939607
2019-03-02,desktop,440711
2019-03-03,desktop,395436
2019-03-04,desktop,1114400
2019-03-05,desktop,1152647
2019-03-06,desktop,1066810
2019-03-07,desktop,967323
2019-03-08,desktop,846845
2019-03-09,desktop,260939
2019-03-10,desktop,341506
2019-03-11,desktop,1066985
2019-03-12,desktop,1079083
2019-03-13,desktop,934501
2019-03-14,desktop,853133
2019-03-15,desktop,683798
2019-03-16,desktop,371632
2019-03-17,desktop,289074
2019-03-18,desktop,998089
2019-03-19,desktop,1066902
2019-03-20,desktop,1047385
2019-03-21,desktop,858222
2019-03-22,desktop,669444
2019-03-23,desktop,294568
2019-03-24,desktop,359728
2019-03-25,desktop,728607
2019-03-26,desktop,910547
2019-03-27,desktop,821255
2019-03-28,desktop,746754
2019-03-29,desktop,672638
2019-03-30,desktop,179886
2019-03-31,desktop,275856
2019-04-01,desktop,785870
2019-04-02,desktop,797698
2019-04-03,desktop,828620
2019-04-04,desktop,690131
2019-04-05,desktop,541515
2019-04-06,desktop,165181
2019-04-07,desktop,238919
2019-04-08,desktop,782408
2019-04-09,desktop,794643
2019-04-10,desktop,822428
2019-04-11,desktop,738623
2019-04-12,desktop,645913
2019-04-13,desktop,164614
2019-04-14,desktop,277924
2019-04-15,desktop,693501
2019-04-16,desktop,784849
2019-04-17,desktop,682362
2019-04-18,desktop,615722
2019-04-19,desktop,409059
2019-04-20,desktop,190855
2019-04-21,desktop,170469
2019-04-22,desktop,633878
2019-04-23,desktop,705595
2019-04-24,desktop,629510
2019-04-25,desktop,625278
2019-04-26,desktop,464641
2019-04-27,desktop,175861
2019-04-28,desktop,179547
2019-04-29,desktop,663149
2019-04-30,desktop,663685
2019-05-01,desktop,619256
2019-05-02,desktop,523284
2019-05-03,desktop,471188
2019-05-04,desktop,162649
2019-05-05,desktop,158257
2019-05-06,desktop,624048
2019-05-07,desktop,630037
2019-05-08,desktop,616778
2019-05-09,desktop,590438
2019-05-10,desktop,402859
2019-05-11,desktop,174639
2019-05-12,desktop,118457
2019-05-13,desktop,557553
2019-05-14,desktop,626943
2019-05-15,desktop,611915
2019-05-16,desktop,553473
2019-05-17,desktop,404487
2019-05-18,desktop,147264
2019-05-19,desktop,162718
2019-05-20,desktop,522967
2019-05-21,desktop,509549
2019-05-22,desktop,553844
2019-05-23,desktop,456243
2019-05-24,desktop,361760
2019-05-25,desktop,147001
2019-05-26,desktop,189223
2019-05-27,desktop,194946
2019-05-28,desktop,578916
2019-05-29,desktop,504006
2019-05-30,desktop,434078
2019-05-31,desktop,317202
2019-06-01,desktop,144111
2019-06-02,desktop,135662
2019-06-03,desktop,418242
2019-06-04,desktop,427458
2019-06-05,desktop,426867
2019-06-06,desktop,387484
2019-06-07,desktop,371862
2019-06-08,desktop,98812
2019-06-09,desktop,113692
2019-06-10,desktop,462274
2019-06-11,desktop,435821
2019-06-12,desktop,357456
2019-06-13,desktop,345922
2019-06-14,desktop,338764
2019-06-15,desktop,117224
2019-06-16,desktop,109817
2019-06-17,desktop,354858
2019-06-18,desktop,384485
2019-06-19,desktop,368420
2019-06-20,desktop,316932
2019-06-21,desktop,262172
2019-06-22,desktop,77522
2019-06-23,desktop,108201
2019-06-24,desktop,344385
2019-06-25,desktop,363688
2019-06-26,desktop,345946
2019-06-27,desktop,366730
2019-06-28,desktop,284594
2019-06-29,desktop,75523
2019-06-30,desktop,79546
2019-07-01,desktop,290890
2019-07-02,desktop,324588
2019-07-03,desktop,287023
2019-07-04,desktop,123254
2019-07-05,desktop,198778
2019-07-06,desktop,84573
2019-07-07,desktop,110533
2019-07-08,desktop,308922
2019-07-09,desktop,306854
2019-07-10,desktop,249680
2019-07-11,desktop,251005
2019-07-12,desktop,178385
2019-07-13,desktop,62434
2019-07-14,desktop,68864
2019-07-15,desktop,214027
2019-07-16,desktop,207722
2019-07-17,desktop,187921
2019-07-18,desktop,181252
2019-07-19,desktop,159588
2019-07-20,desktop,51866
2019-07-21,desktop,55548
2019-07-22,desktop,203511
2019-07-23,desktop,191634
2019-07-24,desktop,158091
2019-07-25,desktop,148645
2019-07-26,desktop,117024
2019-07-27,desktop,57631
2019-07-28,desktop,55748
2019-07-29,desktop,166285
2019-07-30,desktop,164434
2019-07-31,desktop,159121
2019-08-01,desktop,124494
2019-08-02,desktop,118978
2019-08-03,desktop,34641
2019-08-04,desktop,37542
2019-08-05,desktop,125748
2019-08-06,desktop,122648
2019-08-07,desktop,104583
2019-08-08,desktop,98862
2019-08-09,desktop,77126
2019-08-10,desktop,17569
2019-08-11,desktop,28043
2019-08-12,desktop,89428
2019-08-13,desktop,87099
2019-08-14,desktop,79341
2019-08-15,desktop,54518
2019-08-16,desktop,44771
2019-08-17,desktop,15678
2019-08-18,desktop,13023
2019-08-19,desktop,39548
2019-08-20,desktop,36140
2019-08-21,desktop,32929
2019-08-22,desktop,25827
2019-08-23,desktop,17045
2019-08-24,desktop,3973
2019-08-25,desktop,3301
2019-08-26,desktop,6440
2019-08-27,desktop,438
2014-01-01,mobile,537573
2014-01-02,mobile,607544
2014-01-03,mobile,594169
2014-01-04,mobile,509529
2014-01-05,mobile,480322
2014-01-06,mobile,652761
2014-01-07,mobile,1241367
2014-01-08,mobile,1323306
2014-01-09,mobile,1021998
2014-01-10,mobile,650024
2014-01-11,mobile,445668
2014-01-12,mobile,562980
2014-01-13,mobile,418105
2014-01-14,mobile,615397
2014-01-15,mobile,466399
2014-01-16,mobile,575963
2014-01-17,mobile,415563
2014-01-18,mobile,411612
2014-01-19,mobile,488997
2014-01-20,mobile,562625
2014-01-21,mobile,741578
2014-01-22,mobile,590754
2014-01-23,mobile,666834
2014-01-24,mobile,458358
2014-01-25,mobile,411464
2014-01-26,mobile,420318
2014-01-27,mobile,467697
2014-01-28,mobile,588569
2014-01-29,mobile,648277
2014-01-30,mobile,488873
2014-01-31,mobile,446379
2014-02-01,mobile,375457
2014-02-02,mobile,384244
2014-02-03,mobile,664658
2014-02-04,mobile,492999
2014-02-05,mobile,703693
2014-02-06,mobile,549007
2014-02-07,mobile,593980
2014-02-08,mobile,565346
2014-02-09,mobile,455074
2014-02-10,mobile,674207
2014-02-11,mobile,598446
2014-02-12,mobile,555278
2014-02-13,mobile,719816
2014-02-14,mobile,596432
2014-02-15,mobile,532204
2014-02-16,mobile,496165
2014-02-17,mobile,504929
2014-02-18,mobile,604055
2014-02-19,mobile,627975
2014-02-20,mobile,612612
2014-02-21,mobile,779496
2014-02-22,mobile,383589
2014-02-23,mobile,559910
2014-02-24,mobile,571399
2014-02-25,mobile,736100
2014-02-26,mobile,616193
2014-02-27,mobile,777525
2014-02-28,mobile,573167
2014-03-01,mobile,521681
2014-03-02,mobile,403401
2014-03-03,mobile,678022
2014-03-04,mobile,603894
2014-03-05,mobile,701796
2014-03-06,mobile,615231
2014-03-07,mobile,592435
2014-03-08,mobile,351439
2014-03-09,mobile,364903
2014-03-10,mobile,653316
2014-03-11,mobile,744162
2014-03-12,mobile,709263
2014-03-13,mobile,574434
2014-03-14,mobile,387563
2014-03-15,mobile,504051
2014-03-16,mobile,449056
2014-03-17,mobile,797775
2014-03-18,mobile,665769
2014-03-19,mobile,668228
2014-03-20,mobile,566921
2014-03-21,mobile,723985
2014-03-22,mobile,515249
2014-03-23,mobile,588598
2014-03-24,mobile,724949
2014-03-25,mobile,782946
2014-03-26,mobile,893251
2014-03-27,mobile,579104
2014-03-28,mobile,680525
2014-03-29,mobile,571865
2014-03-30,mobile,661911
2014-03-31,mobile,596337
2014-04-01,mobile,743463
2014-04-02,mobile,593809
2014-04-03,mobile,804386
2014-04-04,mobile,642282
2014-04-05,mobile,382439
2014-04-06,mobile,520525
2014-04-07,mobile,560282
2014-04-08,mobile,619863
2014-04-09,mobile,691845
2014-04-10,mobile,695752
2014-04-11,mobile,571070
2014-04-12,mobile,542272
2014-04-13,mobile,513944
2014-04-14,mobile,913267
2014-04-15,mobile,693731
2014-04-16,mobile,643149
2014-04-17,mobile,688284
2014-04-18,mobile,595284
2014-04-19,mobile,498134
2014-04-20,mobile,517900
2014-04-21,mobile,622351
2014-04-22,mobile,690430
2014-04-23,mobile,590377
2014-04-24,mobile,595949
2014-04-25,mobile,562941
2014-04-26,mobile,538969
2014-04-27,mobile,420395
2014-04-28,mobile,772026
2014-04-29,mobile,724804
2014-04-30,mobile,707097
2014-05-01,mobile,737763
2014-05-02,mobile,590184
2014-05-03,mobile,449306
2014-05-04,mobile,379713
2014-05-05,mobile,611954
2014-05-06,mobile,705602
2014-05-07,mobile,696893
2014-05-08,mobile,639091
2014-05-09,mobile,608200
2014-05-10,mobile,408602
2014-05-11,mobile,479008
2014-05-12,mobile,414698
2014-05-13,mobile,760149
2014-05-14,mobile,531358
2014-05-15,mobile,480591
2014-05-16,mobile,648519
2014-05-17,mobile,538506
2014-05-18,mobile,492532
2014-05-19,mobile,639600
2014-05-20,mobile,546051
2014-05-21,mobile,669890
2014-05-22,mobile,559258
2014-05-23,mobile,495495
2014-05-24,mobile,390129
2014-05-25,mobile,550395
2014-05-26,mobile,587377
2014-05-27,mobile,752539
2014-05-28,mobile,723312
2014-05-29,mobile,595491
2014-05-30,mobile,932152
2014-05-31,mobile,878831
2014-06-01,mobile,431811
2014-06-02,mobile,779484
2014-06-03,mobile,681309
2014-06-04,mobile,770742
2014-06-05,mobile,569528
2014-06-06,mobile,516689
2014-06-07,mobile,533640
2014-06-08,mobile,617355
2014-06-09,mobile,740278
2014-06-10,mobile,1000769
2014-06-11,mobile,871698
2014-06-12,mobile,835174
2014-06-13,mobile,701387
2014-06-14,mobile,563797
2014-06-15,mobile,518388
2014-06-16,mobile,795185
2014-06-17,mobile,721846
2014-06-18,mobile,749077
2014-06-19,mobile,813725
2014-06-20,mobile,698951
2014-06-21,mobile,519391
2014-06-22,mobile,453286
2014-06-23,mobile,813487
2014-06-24,mobile,630113
2014-06-25,mobile,824863
2014-06-26,mobile,831120
2014-06-27,mobile,650801
2014-06-28,mobile,579390
2014-06-29,mobile,591038
2014-06-30,mobile,721410
2014-07-01,mobile,796064
2014-07-02,mobile,839227
2014-07-03,mobile,716328
2014-07-04,mobile,455677
2014-07-05,mobile,431924
2014-07-06,mobile,493115
2014-07-07,mobile,750768
2014-07-08,mobile,827017
2014-07-09,mobile,842711
2014-07-10,mobile,860348
2014-07-11,mobile,624756
2014-07-12,mobile,480110
2014-07-13,mobile,639373
2014-07-14,mobile,692904
2014-07-15,mobile,585393
2014-07-16,mobile,612499
2014-07-17,mobile,652438
2014-07-18,mobile,480104
2014-07-19,mobile,528777
2014-07-20,mobile,509002
2014-07-21,mobile,916054
2014-07-22,mobile,861230
2014-07-23,mobile,795049
2014-07-24,mobile,760160
2014-07-25,mobile,879300
2014-07-26,mobile,500374
2014-07-27,mobile,586097
2014-07-28,mobile,826360
2014-07-29,mobile,800297
2014-07-30,mobile,664123
2014-07-31,mobile,792626
2014-08-01,mobile,779097
2014-08-02,mobile,584163
2014-08-03,mobile,557177
2014-08-04,mobile,850058
2014-08-05,mobile,626714
2014-08-06,mobile,866329
2014-08-07,mobile,636690
2014-08-08,mobile,594491
2014-08-09,mobile,548143
2014-08-10,mobile,539364
2014-08-11,mobile,750767
2014-08-12,mobile,604327
2014-08-13,mobile,501381
2014-08-14,mobile,809097
2014-08-15,mobile,552817
2014-08-16,mobile,512676
2014-08-17,mobile,749607
2014-08-18,mobile,789135
2014-08-19,mobile,674429
2014-08-20,mobile,645881
2014-08-21,mobile,709544
2014-08-22,mobile,587006
2014-08-23,mobile,537071
2014-08-24,mobile,507534
2014-08-25,mobile,622692
2014-08-26,mobile,606299
2014-08-27,mobile,446135
2014-08-28,mobile,731249
2014-08-29,mobile,425240
2014-08-30,mobile,532106
2014-08-31,mobile,593106
2014-09-01,mobile,551090
2014-09-02,mobile,686723
2014-09-03,mobile,715300
2014-09-04,mobile,469217
2014-09-05,mobile,543719
2014-09-06,mobile,555481
2014-09-07,mobile,568220
2014-09-08,mobile,740771
2014-09-09,mobile,761334
2014-09-10,mobile,731549
2014-09-11,mobile,593787
2014-09-12,mobile,586721
2014-09-13,mobile,559914
2014-09-14,mobile,433006
2014-09-15,mobile,705783
2014-09-16,mobile,636345
2014-09-17,mobile,651372
2014-09-18,mobile,715557
2014-09-19,mobile,553374
2014-09-20,mobile,488037
2014-09-21,mobile,549803
2014-09-22,mobile,657404
2014-09-23,mobile,657734
2014-09-24,mobile,623181
2014-09-25,mobile,751080
2014-09-26,mobile,468453
2014-09-27,mobile,517902
2014-09-28,mobile,530244
2014-09-29,mobile,751609
2014-09-30,mobile,614047
2014-10-01,mobile,700387
2014-10-02,mobile,710479
2014-10-03,mobile,717830
2014-10-04,mobile,486179
2014-10-05,mobile,509485
2014-10-06,mobile,584912
2014-10-07,mobile,646291
2014-10-08,mobile,545097
2014-10-09,mobile,528335
2014-10-10,mobile,531457
2014-10-11,mobile,544572
2014-10-12,mobile,562607
2014-10-13,mobile,589926
2014-10-14,mobile,676146
2014-10-15,mobile,596484
2014-10-16,mobile,694668
2014-10-17,mobile,668379
2014-10-18,mobile,457178
2014-10-19,mobile,613461
2014-10-20,mobile,717608
2014-10-21,mobile,731145
2014-10-22,mobile,590196
2014-10-23,mobile,752278
2014-10-24,mobile,645745
2014-10-25,mobile,535131
2014-10-26,mobile,460612
2014-10-27,mobile,729452
2014-10-28,mobile,693684
2014-10-29,mobile,756039
2014-10-30,mobile,724341
2014-10-31,mobile,772538
2014-11-01,mobile,649085
2014-11-02,mobile,787370
2014-11-03,mobile,753546
2014-11-04,mobile,881801
2014-11-05,mobile,675849
2014-11-06,mobile,567018
2014-11-07,mobile,597298
2014-11-08,mobile,409065
2014-11-09,mobile,487165
2014-11-10,mobile,626330
2014-11-11,mobile,632971
2014-11-12,mobile,697846
2014-11-13,mobile,618968
2014-11-14,mobile,598340
2014-11-15,mobile,753483
2014-11-16,mobile,493151
2014-11-17,mobile,707243
2014-11-18,mobile,751354
2014-11-19,mobile,783126
2014-11-20,mobile,633428
2014-11-21,mobile,633953
2014-11-22,mobile,550784
2014-11-23,mobile,615907
2014-11-24,mobile,588972
2014-11-25,mobile,608853
2014-11-26,mobile,667769
2014-11-27,mobile,351378
2014-11-28,mobile,545114
2014-11-29,mobile,576252
2014-11-30,mobile,529342
2014-12-01,mobile,728126
2014-12-02,mobile,814525
2014-12-03,mobile,890630
2014-12-04,mobile,772047
2014-12-05,mobile,648916
2014-12-06,mobile,602957
2014-12-07,mobile,344323
2014-12-08,mobile,957173
2014-12-09,mobile,876722
2014-12-10,mobile,884130
2014-12-11,mobile,880227
2014-12-12,mobile,672389
2014-12-13,mobile,441532
2014-12-14,mobile,377890
2014-12-15,mobile,601181
2014-12-16,mobile,852742
2014-12-17,mobile,524356
2014-12-18,mobile,824445
2014-12-19,mobile,574143
2014-12-20,mobile,643372
2014-12-21,mobile,417555
2014-12-22,mobile,609565
2014-12-23,mobile,784252
2014-12-24,mobile,636911
2014-12-25,mobile,548215
2014-12-26,mobile,759378
2014-12-27,mobile,645532
2014-12-28,mobile,531492
2014-12-29,mobile,724665
2014-12-30,mobile,903578
2014-12-31,mobile,669810
2015-01-01,mobile,723964
2015-01-02,mobile,687422
2015-01-03,mobile,835184
2015-01-04,mobile,607638
2015-01-05,mobile,621683
2015-01-06,mobile,857810
2015-01-07,mobile,701319
2015-01-08,mobile,726388
2015-01-09,mobile,808776
2015-01-10,mobile,795065
2015-01-11,mobile,693682
2015-01-12,mobile,826858
2015-01-13,mobile,819715
2015-01-14,mobile,862852
2015-01-15,mobile,753998
2015-01-16,mobile,796434
2015-01-17,mobile,736548
2015-01-18,mobile,680539
2015-01-19,mobile,844446
2015-01-20,mobile,1026451
2015-01-21,mobile,979074
2015-01-22,mobile,832108
2015-01-23,mobile,721824
2015-01-24,mobile,714678
2015-01-25,mobile,660680
2015-01-26,mobile,781774
2015-01-27,mobile,773791
2015-01-28,mobile,884089
2015-01-29,mobile,908427
2015-01-30,mobile,785174
2015-01-31,mobile,881746
2015-02-01,mobile,676363
2015-02-02,mobile,954911
2015-02-03,mobile,1004772
2015-02-04,mobile,756611
2015-02-05,mobile,773871
2015-02-06,mobile,916480
2015-02-07,mobile,670726
2015-02-08,mobile,685744
2015-02-09,mobile,995301
2015-02-10,mobile,857226
2015-02-11,mobile,836818
2015-02-12,mobile,800816
2015-02-13,mobile,673943
2015-02-14,mobile,764875
2015-02-15,mobile,630394
2015-02-16,mobile,924758
2015-02-17,mobile,793672
2015-02-18,mobile,860159
2015-02-19,mobile,939810
2015-02-20,mobile,732389
2015-02-21,mobile,704535
2015-02-22,mobile,821792
2015-02-23,mobile,1002692
2015-02-24,mobile,1167134
2015-02-25,mobile,951344
2015-02-26,mobile,903052
2015-02-27,mobile,937867
2015-02-28,mobile,755019
2015-03-01,mobile,612213
2015-03-02,mobile,887902
2015-03-03,mobile,1133153
2015-03-04,mobile,1019317
2015-03-05,mobile,920166
2015-03-06,mobile,968081
2015-03-07,mobile,809867
2015-03-08,mobile,718770
2015-03-09,mobile,965438
2015-03-10,mobile,945071
2015-03-11,mobile,860020
2015-03-12,mobile,999400
2015-03-13,mobile,783492
2015-03-14,mobile,703238
2015-03-15,mobile,804826
2015-03-16,mobile,998595
2015-03-17,mobile,1124148
2015-03-18,mobile,1040466
2015-03-19,mobile,1032211
2015-03-20,mobile,976934
2015-03-21,mobile,673762
2015-03-22,mobile,693694
2015-03-23,mobile,1225768
2015-03-24,mobile,1081302
2015-03-25,mobile,920777
2015-03-26,mobile,1097897
2015-03-27,mobile,972625
2015-03-28,mobile,791199
2015-03-29,mobile,788734
2015-03-30,mobile,1123148
2015-03-31,mobile,1077889
2015-04-01,mobile,1245341
2015-04-02,mobile,1130805
2015-04-03,mobile,1260920
2015-04-04,mobile,761138
2015-04-05,mobile,756396
2015-04-06,mobile,1110930
2015-04-07,mobile,924142
2015-04-08,mobile,1208464
2015-04-09,mobile,999227
2015-04-10,mobile,1146981
2015-04-11,mobile,886225
2015-04-12,mobile,706845
2015-04-13,mobile,1073879
2015-04-14,mobile,1083491
2015-04-15,mobile,1045607
2015-04-16,mobile,1081899
2015-04-17,mobile,1029064
2015-04-18,mobile,1049750
2015-04-19,mobile,870422
2015-04-20,mobile,1051358
2015-04-21,mobile,895138
2015-04-22,mobile,1256267
2015-04-23,mobile,959402
2015-04-24,mobile,1208029
2015-04-25,mobile,799946
2015-04-26,mobile,854519
2015-04-27,mobile,1265208
2015-04-28,mobile,1263126
2015-04-29,mobile,1090078
2015-04-30,mobile,1128260
2015-05-01,mobile,1384946
2015-05-02,mobile,735239
2015-05-03,mobile,717903
2015-05-04,mobile,1208429
2015-05-05,mobile,1107592
2015-05-06,mobile,1131165
2015-05-07,mobile,1132343
2015-05-08,mobile,1099507
2015-05-09,mobile,912530
2015-05-10,mobile,738555
2015-05-11,mobile,1224778
2015-05-12,mobile,1209371
2015-05-13,mobile,1193360
2015-05-14,mobile,1204122
2015-05-15,mobile,1078289
2015-05-16,mobile,955671
2015-05-17,mobile,1033309
2015-05-18,mobile,1261197
2015-05-19,mobile,1133782
2015-05-20,mobile,1245035
2015-05-21,mobile,1238566
2015-05-22,mobile,1146048
2015-05-23,mobile,1181950
2015-05-24,mobile,1071326
2015-05-25,mobile,1213078
2015-05-26,mobile,1568127
2015-05-27,mobile,1454021
2015-05-28,mobile,1408249
2015-05-29,mobile,1346056
2015-05-30,mobile,1106726
2015-05-31,mobile,842779
2015-06-01,mobile,1577485
2015-06-02,mobile,1206829
2015-06-03,mobile,1666817
2015-06-04,mobile,1330191
2015-06-05,mobile,1221974
2015-06-06,mobile,1050490
2015-06-07,mobile,834843
2015-06-08,mobile,1462660
2015-06-09,mobile,1524584
2015-06-10,mobile,1363976
2015-06-11,mobile,1390395
2015-06-12,mobile,1441695
2015-06-13,mobile,924744
2015-06-14,mobile,1173818
2015-06-15,mobile,1280625
2015-06-16,mobile,1415585
2015-06-17,mobile,1432424
2015-06-18,mobile,1376013
2015-06-19,mobile,1164690
2015-06-20,mobile,898008
2015-06-21,mobile,848945
2015-06-22,mobile,1359396
2015-06-23,mobile,1377346
2015-06-24,mobile,1511703
2015-06-25,mobile,1261388
2015-06-26,mobile,1334703
2015-06-27,mobile,975216
2015-06-28,mobile,895560
2015-06-29,mobile,1300837
2015-06-30,mobile,1432482
2015-07-01,mobile,1426623
2015-07-02,mobile,1242329
2015-07-03,mobile,1127032
2015-07-04,mobile,994503
2015-07-05,mobile,915741
2015-07-06,mobile,1265865
2015-07-07,mobile,1374447
2015-07-08,mobile,1288073
2015-07-09,mobile,1088756
2015-07-10,mobile,1044354
2015-07-11,mobile,1005742
2015-07-12,mobile,961931
2015-07-13,mobile,1242502
2015-07-14,mobile,1346082
2015-07-15,mobile,1260250
2015-07-16,mobile,1423734
2015-07-17,mobile,1339893
2015-07-18,mobile,1015893
2015-07-19,mobile,921291
2015-07-20,mobile,1441478
2015-07-21,mobile,1482993
2015-07-22,mobile,1098003
2015-07-23,mobile,1355507
2015-07-24,mobile,1461520
2015-07-25,mobile,852567
2015-07-26,mobile,1035973
2015-07-27,mobile,1422075
2015-07-28,mobile,1494513
2015-07-29,mobile,1261871
2015-07-30,mobile,1383845
2015-07-31,mobile,1160730
2015-08-01,mobile,1057289
2015-08-02,mobile,1053524
2015-08-03,mobile,1359179
2015-08-04,mobile,1596762
2015-08-05,mobile,1317635
2015-08-06,mobile,1358145
2015-08-07,mobile,1228682
2015-08-08,mobile,1005927
2015-08-09,mobile,931039
2015-08-10,mobile,1520929
2015-08-11,mobile,1439762
2015-08-12,mobile,1444965
2015-08-13,mobile,1301394
2015-08-14,mobile,1111670
2015-08-15,mobile,999020
2015-08-16,mobile,1111822
2015-08-17,mobile,1543858
2015-08-18,mobile,1394428
2015-08-19,mobile,1326400
2015-08-20,mobile,1427440
2015-08-21,mobile,1464269
2015-08-22,mobile,897481
2015-08-23,mobile,995839
2015-08-24,mobile,1599215
2015-08-25,mobile,1579965
2015-08-26,mobile,1318558
2015-08-27,mobile,1334584
2015-08-28,mobile,1298409
2015-08-29,mobile,898858
2015-08-30,mobile,1009669
2015-08-31,mobile,1334293
2015-09-01,mobile,1514956
2015-09-02,mobile,1441814
2015-09-03,mobile,1060785
2015-09-04,mobile,1353658
2015-09-05,mobile,1119471
2015-09-06,mobile,1120555
2015-09-07,mobile,1195358
2015-09-08,mobile,1603880
2015-09-09,mobile,1626183
2015-09-10,mobile,1196323
2015-09-11,mobile,1328502
2015-09-12,mobile,979128
2015-09-13,mobile,936924
2015-09-14,mobile,1611000
2015-09-15,mobile,1627203
2015-09-16,mobile,1439170
2015-09-17,mobile,1231663
2015-09-18,mobile,1291023
2015-09-19,mobile,1008209
2015-09-20,mobile,951376
2015-09-21,mobile,1697414
2015-09-22,mobile,1382669
2015-09-23,mobile,1299052
2015-09-24,mobile,1332194
2015-09-25,mobile,1330022
2015-09-26,mobile,1005816
2015-09-27,mobile,1074344
2015-09-28,mobile,1618836
2015-09-29,mobile,1484035
2015-09-30,mobile,1437659
2015-10-01,mobile,1418505
2015-10-02,mobile,1414757
2015-10-03,mobile,1006149
2015-10-04,mobile,1041601
2015-10-05,mobile,1410072
2015-10-06,mobile,1335511
2015-10-07,mobile,1364551
2015-10-08,mobile,1367958
2015-10-09,mobile,1581412
2015-10-10,mobile,1097406
2015-10-11,mobile,794690
2015-10-12,mobile,1230979
2015-10-13,mobile,1378213
2015-10-14,mobile,1392862
2015-10-15,mobile,1270384
2015-10-16,mobile,1036942
2015-10-17,mobile,963809
2015-10-18,mobile,871014
2015-10-19,mobile,1248169
2015-10-20,mobile,1390136
2015-10-21,mobile,1213909
2015-10-22,mobile,1260633
2015-10-23,mobile,1082019
2015-10-24,mobile,794704
2015-10-25,mobile,924889
2015-10-26,mobile,1383418
2015-10-27,mobile,1146082
2015-10-28,mobile,1235502
2015-10-29,mobile,1307914
2015-10-30,mobile,1102347
2015-10-31,mobile,809475
2015-11-01,mobile,948983
2015-11-02,mobile,1238529
2015-11-03,mobile,1377508
2015-11-04,mobile,1202369
2015-11-05,mobile,1242601
2015-11-06,mobile,955500
2015-11-07,mobile,841999
2015-11-08,mobile,769703
2015-11-09,mobile,1326584
2015-11-10,mobile,1151236
2015-11-11,mobile,1176122
2015-11-12,mobile,1314392
2015-11-13,mobile,1208798
2015-11-14,mobile,860388
2015-11-15,mobile,745017
2015-11-16,mobile,1394387
2015-11-17,mobile,1247462
2015-11-18,mobile,1433531
2015-11-19,mobile,1258759
2015-11-20,mobile,1119515
2015-11-21,mobile,840813
2015-11-22,mobile,918660
2015-11-23,mobile,1295497
2015-11-24,mobile,1143765
2015-11-25,mobile,1039603
2015-11-26,mobile,770321
2015-11-27,mobile,887540
2015-11-28,mobile,786624
2015-11-29,mobile,782118
2015-11-30,mobile,1067624
2015-12-01,mobile,1177643
2015-12-02,mobile,1213800
2015-12-03,mobile,1314277
2015-12-04,mobile,1003589
2015-12-05,mobile,494314
2015-12-06,mobile,731683
2015-12-07,mobile,1354068
2015-12-08,mobile,1126851
2015-12-09,mobile,947396
2015-12-10,mobile,1301862
2015-12-11,mobile,954954
2015-12-12,mobile,873099
2015-12-13,mobile,883435
2015-12-14,mobile,957193
2015-12-15,mobile,1062165
2015-12-16,mobile,1135276
2015-12-17,mobile,927579
2015-12-18,mobile,901469
2015-12-19,mobile,780284
2015-12-20,mobile,787460
2015-12-21,mobile,1041624
2015-12-22,mobile,1049832
2015-12-23,mobile,1026603
2015-12-24,mobile,907799
2015-12-25,mobile,704754
2015-12-26,mobile,713071
2015-12-27,mobile,732930
2015-12-28,mobile,1170067
2015-12-29,mobile,1354800
2015-12-30,mobile,1154807
2015-12-31,mobile,1078701
2016-01-01,mobile,1175384
2016-01-02,mobile,1044942
2016-01-03,mobile,1238654
2016-01-04,mobile,1636895
2016-01-05,mobile,1922392
2016-01-06,mobile,1402439
2016-01-07,mobile,1240690
2016-01-08,mobile,1402304
2016-01-09,mobile,1051460
2016-01-10,mobile,1128834
2016-01-11,mobile,1272186
2016-01-12,mobile,1231472
2016-01-13,mobile,1473689
2016-01-14,mobile,1367765
2016-01-15,mobile,1264138
2016-01-16,mobile,1004006
2016-01-17,mobile,1221286
2016-01-18,mobile,1576386
2016-01-19,mobile,1401420
2016-01-20,mobile,1460508
2016-01-21,mobile,1512915
2016-01-22,mobile,1495386
2016-01-23,mobile,1360104
2016-01-24,mobile,1213550
2016-01-25,mobile,1797152
2016-01-26,mobile,1570836
2016-01-27,mobile,1355489
2016-01-28,mobile,1440635
2016-01-29,mobile,1265816
2016-01-30,mobile,1011294
2016-01-31,mobile,3180266
2016-02-01,mobile,2314423
2016-02-02,mobile,1244377
2016-02-03,mobile,1316635
2016-02-04,mobile,1362541
2016-02-05,mobile,1101297
2016-02-06,mobile,920788
2016-02-07,mobile,875041
2016-02-08,mobile,1584214
2016-02-09,mobile,1487399
2016-02-10,mobile,1374894
2016-02-11,mobile,1441970
2016-02-12,mobile,1268156
2016-02-13,mobile,971242
2016-02-14,mobile,882046
2016-02-15,mobile,1464934
2016-02-16,mobile,1621433
2016-02-17,mobile,1765895
2016-02-18,mobile,1512015
2016-02-19,mobile,1524606
2016-02-20,mobile,988155
2016-02-21,mobile,1036274
2016-02-22,mobile,1407468
